ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Siddharth Rao,51,Female,Single,Post Graduate,Salaried,0,237000.0,19750.0,7234.31,0.71,2,1408000.0,Personal Loan,180,598,318983.97,Mortgaged,2,0.76,0.71,318983.97,0,0
Amit Kumar,54,Male,Married,High School,Self-Employed,1,464000.0,38666.67,2062.79,0.3,1,1352000.0,Personal Loan,60,774,1092298.55,Rented,3,0.64,0.3,1092298.55,0,1
Ananya Iyer,59,Male,Divorced,High School,Self-Employed,1,571000.0,47583.33,2055.09,0.55,0,1883000.0,Personal Loan,12,779,877135.77,Owned,1,3.34,0.55,877135.77,0,1
Meera Pillai,47,Male,Single,Doctorate,Salaried,0,372000.0,31000.0,5155.09,0.3,1,2125000.0,Car Loan,240,547,502254.07,Rented,4,0.45,0.3,502254.07,0,0
Ananya Iyer,43,Female,Married,Doctorate,Business,1,584000.0,48666.67,1902.32,0.17,3,1186000.0,Medical Emergency,24,405,1415764.91,Owned,3,1.05,0.17,1415764.91,1,0
Kavya Reddy,23,Male,Married,Post Graduate,Business,1,586000.0,48833.33,6067.47,0.62,2,1946000.0,Home Loan,120,798,1313492.06,Owned,0,0.46,0.62,1313492.06,0,1
Deepak Choudhury,41,Female,Single,Graduate,Salaried,0,180000.0,15000.0,1659.92,0.58,0,953000.0,Personal Loan,48,585,132603.57,Owned,3,1.43,0.58,132603.57,0,0
Neha Gupta,31,Female,Married,Post Graduate,Self-Employed,1,695000.0,57916.67,16543.77,0.13,1,2321000.0,Medical Emergency,48,712,74833.78,Owned,3,1.12,0.13,74833.78,0,1
Tanvi Bhatia,59,Male,Divorced,Post Graduate,Salaried,0,698000.0,58166.67,10945.32,0.29,1,1809000.0,Business Loan,48,752,1138099.54,Rented,1,0.84,0.29,1138099.54,0,1
Neha Gupta,38,Female,Single,High School,Freelancer,1,482000.0,40166.67,8860.76,0.62,3,1826000.0,Business Loan,240,620,389938.64,Owned,1,0.41,0.62,389938.64,0,1
Sneha Nair,32,Female,Married,High School,Self-Employed,1,663000.0,55250.0,16469.37,0.15,3,2026000.0,Education Loan,24,665,619367.03,Rented,1,1.83,0.15,619367.03,0,1
Riya Sen,41,Female,Divorced,Doctorate,Self-Employed,1,940000.0,78333.33,1020.93,0.29,0,1582000.0,Car Loan,12,765,1362452.49,Rented,4,1.7,0.29,1362452.49,0,1
Amit Kumar,35,Female,Married,Doctorate,Freelancer,1,365000.0,30416.67,5456.93,0.87,3,721000.0,Medical Emergency,48,689,334201.2,Owned,2,0.67,0.87,334201.2,0,1
Divya Agarwal,41,Male,Divorced,Post Graduate,Self-Employed,1,559000.0,46583.33,16341.36,0.15,1,3256000.0,Business Loan,120,734,229255.29,Mortgaged,0,0.93,0.15,229255.29,1,0
Aarav Sharma,31,Female,Single,High School,Business,1,285000.0,23750.0,8195.62,0.55,1,1169000.0,Business Loan,48,498,276174.86,Owned,2,1.37,0.55,276174.86,1,0
Meera Pillai,41,Female,Divorced,Post Graduate,Business,1,389000.0,32416.67,11688.75,0.87,1,904000.0,Personal Loan,360,786,723540.95,Owned,1,0.44,0.87,723540.95,1,1
Aarav Sharma,30,Male,Divorced,Doctorate,Freelancer,1,206000.0,17166.67,326.65,0.3,0,130000.0,Medical Emergency,48,710,37299.85,Mortgaged,4,0.18,0.3,37299.85,0,1
Siddharth Rao,42,Female,Single,High School,Salaried,0,409000.0,34083.33,1173.73,0.5,0,1787000.0,Medical Emergency,180,730,60683.34,Mortgaged,3,0.33,0.5,60683.34,0,1
Tanvi Bhatia,58,Male,Single,Doctorate,Self-Employed,1,180000.0,15000.0,5612.43,0.82,3,867000.0,Car Loan,360,710,339184.81,Rented,3,0.53,0.82,339184.81,0,1
Rohan Mehta,48,Male,Married,Doctorate,Freelancer,1,797000.0,66416.67,8704.4,0.13,2,4637000.0,Business Loan,60,781,1004250.96,Mortgaged,1,1.29,0.13,1004250.96,0,1
Kavya Reddy,22,Female,Single,Doctorate,Freelancer,1,737000.0,61416.67,26295.9,0.74,2,3265000.0,Car Loan,48,717,1095853.24,Owned,4,1.54,0.74,1095853.24,0,1
Kavya Reddy,23,Female,Married,Doctorate,Salaried,0,180000.0,15000.0,4339.03,0.35,1,892000.0,Home Loan,24,764,260302.5,Owned,1,2.77,0.35,260302.5,0,1
Riya Sen,43,Male,Single,Post Graduate,Freelancer,1,624000.0,52000.0,14425.83,0.48,2,2793000.0,Business Loan,48,772,150658.0,Rented,0,1.4,0.48,150658.0,0,1
Sneha Nair,37,Female,Single,Graduate,Business,1,333000.0,27750.0,8603.86,0.59,1,1763000.0,Education Loan,48,673,636726.31,Rented,2,1.63,0.59,636726.31,0,1
Amit Kumar,31,Male,Married,Doctorate,Freelancer,1,616000.0,51333.33,11883.36,0.82,0,3671000.0,Home Loan,24,564,690957.87,Owned,4,3.21,0.82,690957.87,1,0
Aarav Sharma,21,Male,Divorced,Graduate,Self-Employed,1,659000.0,54916.67,4877.45,0.83,0,741000.0,Car Loan,240,611,335914.05,Mortgaged,0,0.15,0.83,335914.05,0,1
Meera Pillai,54,Female,Married,Graduate,Business,1,1067000.0,88916.67,4704.8,0.95,1,4758000.0,Medical Emergency,60,728,1444667.05,Mortgaged,2,0.94,0.95,1444667.05,0,1
Manish Tiwari,33,Male,Single,High School,Self-Employed,1,249000.0,20750.0,7496.27,0.91,1,633000.0,Business Loan,60,558,307032.96,Owned,2,0.87,0.91,307032.96,1,0
Vikram Singh,32,Male,Divorced,Doctorate,Salaried,0,596000.0,49666.67,7100.33,0.21,0,1840000.0,Home Loan,60,653,1062975.01,Owned,1,0.76,0.21,1062975.01,0,1
Meera Pillai,61,Female,Married,Graduate,Salaried,0,200000.0,16666.67,4687.3,0.59,2,173000.0,Medical Emergency,360,728,444004.73,Rented,4,0.31,0.59,444004.73,0,1
Rohan Mehta,21,Female,Married,Doctorate,Business,1,278000.0,23166.67,3828.84,0.74,1,1568000.0,Business Loan,360,674,455875.09,Owned,0,0.35,0.74,455875.09,1,0
Vikram Singh,36,Male,Divorced,Post Graduate,Business,1,1000000.0,83333.33,6687.2,0.56,0,1197000.0,Business Loan,180,648,892384.46,Mortgaged,2,0.16,0.56,892384.46,0,1
Tanvi Bhatia,57,Female,Single,Post Graduate,Salaried,0,993000.0,82750.0,29170.55,0.94,2,995000.0,Business Loan,36,566,440892.0,Rented,4,0.69,0.94,440892.0,1,0
Amit Kumar,46,Male,Single,Post Graduate,Freelancer,1,793000.0,66083.33,12650.5,0.47,3,1716000.0,Home Loan,48,670,1145368.22,Rented,3,0.73,0.47,1145368.22,0,1
Riya Sen,34,Female,Married,High School,Salaried,0,230000.0,19166.67,7618.34,0.81,1,1324000.0,Medical Emergency,60,751,415663.92,Rented,2,1.55,0.81,415663.92,0,1
Riya Sen,57,Female,Divorced,Graduate,Freelancer,1,389000.0,32416.67,9512.39,0.21,1,2048000.0,Car Loan,120,798,719019.67,Owned,3,0.82,0.21,719019.67,0,1
Rohan Mehta,55,Female,Married,Post Graduate,Salaried,0,260000.0,21666.67,1909.4,0.37,3,409000.0,Business Loan,60,694,230953.76,Rented,0,0.4,0.37,230953.76,0,1
Deepak Choudhury,53,Male,Divorced,High School,Salaried,0,837000.0,69750.0,20314.56,0.63,0,2252000.0,Medical Emergency,60,673,634460.39,Owned,4,0.83,0.63,634460.39,0,1
Aarav Sharma,34,Female,Divorced,Doctorate,Freelancer,1,199000.0,16583.33,1296.77,0.72,2,808000.0,Business Loan,24,581,38141.26,Owned,1,2.11,0.72,38141.26,0,0
Vikram Singh,64,Male,Single,Graduate,Freelancer,1,723000.0,60250.0,22613.57,0.16,0,2125000.0,Medical Emergency,12,694,617563.27,Mortgaged,0,3.31,0.16,617563.27,0,0
Rohan Mehta,58,Male,Married,High School,Self-Employed,1,404000.0,33666.67,13721.73,0.58,1,2300000.0,Business Loan,12,612,952352.59,Rented,3,6.1,0.58,952352.59,0,0
Priya Patel,54,Male,Single,Post Graduate,Business,1,349000.0,29083.33,1098.94,0.45,2,703000.0,Personal Loan,360,708,377689.07,Mortgaged,2,0.1,0.45,377689.07,0,1
Aarav Sharma,50,Female,Married,High School,Salaried,0,655000.0,54583.33,8386.93,0.56,0,2836000.0,Business Loan,240,620,204090.59,Owned,4,0.37,0.56,204090.59,0,1
Rahul Verma,50,Male,Married,Graduate,Self-Employed,1,392000.0,32666.67,11594.43,0.25,1,1003000.0,Home Loan,48,606,328761.61,Mortgaged,2,0.99,0.25,328761.61,0,0
Rohan Mehta,33,Male,Married,Graduate,Freelancer,1,564000.0,47000.0,14930.08,0.21,2,718000.0,Education Loan,180,597,362259.97,Owned,4,0.4,0.21,362259.97,0,1
Rohan Mehta,25,Male,Married,High School,Freelancer,1,1284000.0,107000.0,12737.85,0.49,1,4729000.0,Education Loan,360,638,1514112.76,Mortgaged,0,0.24,0.49,1514112.76,0,1
Neha Gupta,54,Male,Divorced,Doctorate,Self-Employed,1,306000.0,25500.0,6172.96,0.24,1,1335000.0,Education Loan,60,697,182949.05,Mortgaged,4,1.11,0.24,182949.05,0,0
Meera Pillai,23,Female,Single,Post Graduate,Business,1,992000.0,82666.67,8119.08,0.28,2,5526000.0,Business Loan,36,670,1230579.54,Rented,1,1.96,0.28,1230579.54,0,0
Pooja Deshmukh,32,Female,Divorced,Graduate,Business,1,1249000.0,104083.33,32846.59,0.62,1,6596000.0,Home Loan,36,547,1388111.91,Rented,4,2.08,0.62,1388111.91,1,0
Ananya Iyer,56,Male,Married,High School,Self-Employed,1,360000.0,30000.0,6302.36,0.22,0,223000.0,Business Loan,240,724,548848.59,Mortgaged,4,0.24,0.22,548848.59,0,1
Siddharth Rao,50,Female,Single,High School,Business,1,209000.0,17416.67,4709.88,0.48,3,566000.0,Home Loan,48,682,403707.57,Mortgaged,2,0.95,0.48,403707.57,0,1
Divya Agarwal,43,Female,Divorced,Doctorate,Salaried,0,485000.0,40416.67,2983.22,0.2,1,1044000.0,Business Loan,360,726,279509.93,Mortgaged,1,0.15,0.2,279509.93,0,1
Vikram Singh,62,Female,Single,Graduate,Business,1,729000.0,60750.0,21674.9,0.18,0,1752000.0,Car Loan,36,756,878744.28,Mortgaged,4,1.16,0.18,878744.28,0,1
Neha Gupta,39,Female,Married,Graduate,Self-Employed,1,221000.0,18416.67,1957.37,0.23,1,220000.0,Personal Loan,36,642,385272.08,Rented,4,0.44,0.23,385272.08,1,0
Neha Gupta,25,Female,Single,Doctorate,Freelancer,1,1332000.0,111000.0,34904.05,0.87,1,5563000.0,Car Loan,48,812,2572537.97,Owned,2,1.36,0.87,2572537.97,0,1
Amit Kumar,43,Male,Married,High School,Business,1,474000.0,39500.0,14571.79,0.71,0,1344000.0,Car Loan,360,656,128916.77,Rented,1,0.46,0.71,128916.77,0,1
Manish Tiwari,36,Male,Single,Post Graduate,Self-Employed,1,461000.0,38416.67,6381.38,0.36,1,2318000.0,Business Loan,180,851,1057997.95,Mortgaged,1,0.5,0.36,1057997.95,0,1
Riya Sen,26,Male,Single,Post Graduate,Business,1,386000.0,32166.67,6302.42,0.36,2,1582000.0,Car Loan,36,805,302590.76,Rented,1,1.56,0.36,302590.76,0,1
Riya Sen,37,Male,Married,Doctorate,Self-Employed,1,180000.0,15000.0,1103.91,0.66,2,916000.0,Car Loan,24,659,167595.93,Mortgaged,3,2.62,0.66,167595.93,0,0
Siddharth Rao,55,Male,Single,High School,Self-Employed,1,707000.0,58916.67,15236.26,0.4,1,2122000.0,Car Loan,180,704,787525.15,Owned,0,0.46,0.4,787525.15,0,1
Aditya Joshi,33,Male,Divorced,Doctorate,Business,1,200000.0,16666.67,5857.53,0.69,1,1029000.0,Education Loan,24,664,397037.47,Rented,3,2.92,0.69,397037.47,0,1
Siddharth Rao,22,Male,Single,Graduate,Business,1,364000.0,30333.33,12942.95,0.69,2,698000.0,Business Loan,240,672,416318.19,Rented,2,0.52,0.69,416318.19,0,1
Ananya Iyer,23,Female,Married,High School,Salaried,0,180000.0,15000.0,6001.87,0.67,2,340000.0,Education Loan,60,622,349272.18,Owned,3,0.78,0.67,349272.18,0,0
Neha Gupta,25,Female,Married,Doctorate,Salaried,0,262000.0,21833.33,4389.52,0.32,1,182000.0,Home Loan,120,662,486421.43,Mortgaged,2,0.27,0.32,486421.43,0,1
Kavya Reddy,42,Male,Single,Graduate,Self-Employed,1,758000.0,63166.67,20658.93,0.62,0,2176000.0,Education Loan,120,781,1843794.57,Mortgaged,2,0.61,0.62,1843794.57,0,1
Deepak Choudhury,35,Female,Single,Graduate,Business,1,186000.0,15500.0,2600.25,0.18,0,1092000.0,Medical Emergency,24,636,189085.96,Mortgaged,1,3.1,0.18,189085.96,1,0
Sneha Nair,52,Female,Married,Graduate,Self-Employed,1,206000.0,17166.67,7341.52,0.28,0,843000.0,Home Loan,180,567,497775.13,Owned,2,0.7,0.28,497775.13,1,0
Sneha Nair,60,Male,Divorced,Graduate,Business,1,395000.0,32916.67,8492.54,0.24,2,2230000.0,Education Loan,36,662,301957.41,Mortgaged,2,2.14,0.24,301957.41,1,0
Siddharth Rao,46,Male,Divorced,High School,Business,1,514000.0,42833.33,97.36,0.24,0,2468000.0,Medical Emergency,36,752,390354.62,Rented,0,1.6,0.24,390354.62,0,1
Amit Kumar,41,Male,Single,Post Graduate,Salaried,0,422000.0,35166.67,11220.06,0.25,1,1630000.0,Medical Emergency,240,686,637639.47,Mortgaged,3,0.51,0.25,637639.47,0,1
Meera Pillai,37,Female,Married,Graduate,Business,1,307000.0,25583.33,3921.11,0.36,2,904000.0,Car Loan,240,733,185897.63,Mortgaged,2,0.3,0.36,185897.63,0,1
Siddharth Rao,25,Female,Married,Graduate,Salaried,0,1854000.0,154500.0,43896.98,0.56,1,4448000.0,Personal Loan,360,786,1828154.3,Rented,3,0.36,0.56,1828154.3,0,1
Karan Malhotra,51,Female,Single,Post Graduate,Self-Employed,1,180000.0,15000.0,4213.79,0.56,1,501000.0,Home Loan,60,681,258381.86,Rented,1,0.84,0.56,258381.86,0,1
Siddharth Rao,59,Male,Married,Graduate,Salaried,0,180000.0,15000.0,2671.31,0.24,5,200000.0,Education Loan,36,774,391633.9,Mortgaged,0,0.55,0.24,391633.9,0,1
Meera Pillai,52,Female,Married,Post Graduate,Freelancer,1,300000.0,25000.0,10130.16,0.3,3,1421000.0,Medical Emergency,24,584,508248.9,Mortgaged,0,2.77,0.3,508248.9,0,0
Amit Kumar,55,Female,Single,Doctorate,Freelancer,1,275000.0,22916.67,7804.79,0.31,1,1536000.0,Personal Loan,36,683,291535.88,Owned,2,2.2,0.31,291535.88,0,0
Amit Kumar,40,Female,Divorced,Post Graduate,Salaried,0,180000.0,15000.0,2587.64,0.64,1,1055000.0,Car Loan,48,691,292932.09,Mortgaged,1,1.64,0.64,292932.09,0,0
Tanvi Bhatia,40,Male,Divorced,Doctorate,Salaried,0,263000.0,21916.67,3205.51,0.27,3,955000.0,Car Loan,24,688,627105.25,Owned,3,1.96,0.27,627105.25,0,1
Siddharth Rao,29,Male,Single,Doctorate,Business,1,575000.0,47916.67,15590.98,0.27,2,1781000.0,Medical Emergency,48,689,502859.4,Rented,4,1.1,0.27,502859.4,1,0
Aarav Sharma,42,Male,Divorced,Doctorate,Freelancer,1,860000.0,71666.67,7902.77,0.59,2,5111000.0,Personal Loan,240,611,1118443.63,Owned,4,0.41,0.59,1118443.63,0,1
Amit Kumar,36,Male,Single,Doctorate,Salaried,0,242000.0,20166.67,62.47,0.08,2,1022000.0,Business Loan,240,668,524947.74,Owned,0,0.21,0.08,524947.74,0,1
Aditya Joshi,45,Male,Divorced,Graduate,Freelancer,1,413000.0,34416.67,7446.51,0.7,1,872000.0,Car Loan,12,555,401475.58,Mortgaged,4,2.33,0.7,401475.58,1,0
Karan Malhotra,40,Female,Single,Graduate,Self-Employed,1,986000.0,82166.67,31320.43,0.73,1,3637000.0,Home Loan,36,714,965801.61,Mortgaged,0,1.61,0.73,965801.61,0,0
Kavya Reddy,59,Female,Single,High School,Salaried,0,1596000.0,133000.0,19752.04,0.67,5,4820000.0,Medical Emergency,240,798,3041985.47,Rented,0,0.3,0.67,3041985.47,0,1
Karan Malhotra,24,Female,Married,High School,Business,1,505000.0,42083.33,11256.98,0.74,0,664000.0,Education Loan,12,652,318378.11,Rented,0,1.58,0.74,318378.11,0,1
Sneha Nair,36,Female,Divorced,Post Graduate,Business,1,687000.0,57250.0,12244.53,0.45,0,1458000.0,Medical Emergency,36,713,310292.3,Rented,3,0.92,0.45,310292.3,0,0
Aditya Joshi,55,Male,Single,Post Graduate,Business,1,600000.0,50000.0,3338.18,0.06,1,1502000.0,Business Loan,360,674,644416.27,Mortgaged,0,0.15,0.06,644416.27,0,1
Pooja Deshmukh,26,Male,Divorced,High School,Business,1,1143000.0,95250.0,16201.11,0.88,0,4648000.0,Business Loan,240,656,595422.6,Rented,3,0.37,0.88,595422.6,1,0
Rahul Verma,58,Female,Single,High School,Self-Employed,1,1042000.0,86833.33,8764.91,0.3,1,4980000.0,Home Loan,48,642,995738.86,Rented,4,1.3,0.3,995738.86,0,0
Aarav Sharma,54,Male,Divorced,Post Graduate,Business,1,233000.0,19416.67,5803.83,0.41,2,243000.0,Education Loan,360,894,60876.97,Mortgaged,1,0.33,0.41,60876.97,0,1
Meera Pillai,51,Male,Single,Doctorate,Self-Employed,1,645000.0,53750.0,5918.49,0.77,0,971000.0,Medical Emergency,48,654,417970.21,Mortgaged,0,0.49,0.77,417970.21,0,1
Priya Patel,34,Female,Divorced,High School,Salaried,0,266000.0,22166.67,7412.53,0.71,0,1475000.0,Personal Loan,360,678,219882.53,Owned,4,0.52,0.71,219882.53,0,0
Manish Tiwari,47,Female,Married,Graduate,Salaried,0,665000.0,55416.67,7951.53,0.62,1,1051000.0,Home Loan,240,662,199584.39,Owned,1,0.22,0.62,199584.39,0,1
Manish Tiwari,29,Male,Divorced,Doctorate,Business,1,745000.0,62083.33,15905.64,0.57,0,3901000.0,Home Loan,240,573,1464483.81,Owned,4,0.52,0.57,1464483.81,1,0
Tanvi Bhatia,48,Female,Single,High School,Freelancer,1,630000.0,52500.0,14206.99,0.49,1,927000.0,Business Loan,240,735,840470.76,Mortgaged,3,0.34,0.49,840470.76,0,1
Meera Pillai,35,Male,Married,High School,Business,1,268000.0,22333.33,6290.51,0.15,2,1249000.0,Personal Loan,240,549,30991.92,Mortgaged,1,0.51,0.15,30991.92,1,0
Neha Gupta,40,Male,Single,Doctorate,Business,1,393000.0,32750.0,1393.7,0.83,3,937000.0,Medical Emergency,360,600,815136.41,Owned,1,0.12,0.83,815136.41,0,1
Kavya Reddy,28,Male,Married,High School,Business,1,528000.0,44000.0,15175.13,0.47,0,2253000.0,Business Loan,48,715,776381.88,Owned,1,1.41,0.47,776381.88,0,1
Rohan Mehta,34,Female,Single,Post Graduate,Self-Employed,1,1799000.0,149916.67,21971.27,0.51,2,5587000.0,Business Loan,180,658,3546569.81,Rented,4,0.35,0.51,3546569.81,0,1
Aditya Joshi,59,Female,Married,High School,Self-Employed,1,295000.0,24583.33,3387.7,0.7,1,1493000.0,Education Loan,240,717,247575.95,Mortgaged,3,0.39,0.7,247575.95,0,1
Divya Agarwal,52,Male,Married,Graduate,Freelancer,1,293000.0,24416.67,3885.31,0.77,0,1718000.0,Education Loan,12,558,604892.45,Owned,0,6.02,0.77,604892.45,0,0
Sneha Nair,55,Female,Single,High School,Freelancer,1,483000.0,40250.0,14325.54,0.34,0,1729000.0,Personal Loan,48,633,764170.73,Rented,2,1.25,0.34,764170.73,0,0
Ananya Iyer,51,Male,Single,Post Graduate,Business,1,2803000.0,233583.33,75980.48,0.9,1,10543000.0,Home Loan,180,802,4907274.66,Mortgaged,4,0.58,0.9,4907274.66,0,1
Aditya Joshi,22,Female,Single,Graduate,Salaried,0,745000.0,62083.33,17869.62,0.3,0,1886000.0,Education Loan,24,528,918151.47,Mortgaged,3,1.55,0.3,918151.47,0,0
Divya Agarwal,34,Male,Single,High School,Self-Employed,1,294000.0,24500.0,6194.25,0.44,0,677000.0,Business Loan,60,767,422189.48,Rented,1,0.71,0.44,422189.48,0,1
Vikram Singh,44,Male,Divorced,High School,Business,1,803000.0,66916.67,27254.93,0.45,3,4308000.0,Personal Loan,120,803,982858.64,Rented,0,0.94,0.45,982858.64,0,1
Rohan Mehta,38,Female,Married,Graduate,Self-Employed,1,343000.0,28583.33,1533.09,0.42,0,919000.0,Car Loan,12,724,718934.4,Owned,3,2.73,0.42,718934.4,0,1
Deepak Choudhury,27,Female,Single,Doctorate,Salaried,0,694000.0,57833.33,24978.49,0.84,1,1595000.0,Business Loan,240,664,540175.88,Rented,4,0.55,0.84,540175.88,0,1
Rahul Verma,62,Male,Divorced,Graduate,Self-Employed,1,270000.0,22500.0,8085.73,0.81,1,265000.0,Car Loan,48,570,514235.96,Mortgaged,1,0.6,0.81,514235.96,1,0
Aditya Joshi,28,Female,Married,Post Graduate,Business,1,370000.0,30833.33,1013.23,0.63,1,877000.0,Business Loan,180,634,826784.52,Rented,1,0.19,0.63,826784.52,0,1
Aarav Sharma,57,Female,Single,Graduate,Self-Employed,1,651000.0,54250.0,7870.21,0.19,0,3389000.0,Business Loan,120,763,896865.94,Mortgaged,3,0.67,0.19,896865.94,0,1
Manish Tiwari,34,Female,Divorced,Post Graduate,Self-Employed,1,392000.0,32666.67,11362.98,0.24,1,588000.0,Home Loan,360,626,605487.72,Owned,4,0.4,0.24,605487.72,0,1
Meera Pillai,23,Female,Single,High School,Business,1,180000.0,15000.0,6267.14,0.64,1,290000.0,Personal Loan,180,682,446113.57,Owned,3,0.53,0.64,446113.57,0,1
Rohan Mehta,31,Female,Single,Post Graduate,Freelancer,1,180000.0,15000.0,830.99,0.9,1,115000.0,Medical Emergency,48,558,182339.96,Rented,1,0.22,0.9,182339.96,1,0
Rohan Mehta,62,Male,Married,Graduate,Salaried,0,443000.0,36916.67,16101.56,0.51,1,1631000.0,Business Loan,24,838,217477.2,Owned,4,2.28,0.51,217477.2,0,1
Riya Sen,62,Female,Divorced,High School,Freelancer,1,785000.0,65416.67,5622.01,0.94,0,3846000.0,Education Loan,240,692,559456.07,Owned,2,0.33,0.94,559456.07,0,1
Aarav Sharma,60,Male,Married,Doctorate,Freelancer,1,378000.0,31500.0,13630.24,0.14,0,938000.0,Education Loan,24,598,431659.87,Mortgaged,3,1.67,0.14,431659.87,0,0
Rahul Verma,41,Female,Married,Graduate,Business,1,424000.0,35333.33,11601.1,0.86,1,318000.0,Personal Loan,36,772,616915.84,Owned,1,0.58,0.86,616915.84,0,1
Vikram Singh,31,Female,Single,Graduate,Self-Employed,1,351000.0,29250.0,11403.27,0.64,4,893000.0,Car Loan,36,759,388267.06,Owned,1,1.24,0.64,388267.06,0,1
Vikram Singh,54,Male,Married,Graduate,Self-Employed,1,1024000.0,85333.33,1151.24,0.23,3,2785000.0,Education Loan,60,823,1630814.79,Owned,0,0.56,0.23,1630814.79,0,1
Amit Kumar,63,Male,Married,Graduate,Self-Employed,1,242000.0,20166.67,8290.71,0.09,0,623000.0,Business Loan,360,490,122785.13,Owned,0,0.5,0.09,122785.13,0,0
Rahul Verma,28,Female,Single,Graduate,Freelancer,1,429000.0,35750.0,7471.57,0.42,0,2334000.0,Car Loan,36,725,925180.38,Mortgaged,2,2.02,0.42,925180.38,1,0
Riya Sen,27,Female,Married,Post Graduate,Business,1,232000.0,19333.33,5710.46,0.38,2,899000.0,Medical Emergency,24,773,289233.39,Mortgaged,2,2.23,0.38,289233.39,0,1
Manish Tiwari,28,Male,Single,Post Graduate,Self-Employed,1,455000.0,37916.67,13742.95,0.18,0,1877000.0,Medical Emergency,24,664,828756.73,Rented,4,2.43,0.18,828756.73,0,1
Ananya Iyer,47,Male,Single,High School,Self-Employed,1,849000.0,70750.0,23242.34,0.32,3,3742000.0,Car Loan,360,708,1138144.32,Rented,0,0.48,0.32,1138144.32,0,1
Vikram Singh,49,Female,Married,High School,Self-Employed,1,180000.0,15000.0,3910.74,0.89,0,124000.0,Car Loan,12,735,361092.18,Owned,2,0.95,0.89,361092.18,1,0
Priya Patel,33,Male,Single,Doctorate,Business,1,180000.0,15000.0,79.06,0.48,0,939000.0,Personal Loan,180,741,213308.98,Owned,1,0.35,0.48,213308.98,0,1
Aditya Joshi,29,Female,Single,High School,Business,1,413000.0,34416.67,5223.23,0.85,1,786000.0,Car Loan,360,731,493600.43,Owned,0,0.22,0.85,493600.43,0,1
Amit Kumar,45,Female,Single,High School,Freelancer,1,534000.0,44500.0,12861.91,0.92,1,638000.0,Personal Loan,240,840,1117227.91,Owned,0,0.35,0.92,1117227.91,0,1
Sneha Nair,24,Male,Married,High School,Freelancer,1,526000.0,43833.33,8603.34,0.94,0,503000.0,Business Loan,36,743,554477.34,Mortgaged,3,0.52,0.94,554477.34,0,1
Kavya Reddy,51,Male,Single,High School,Self-Employed,1,887000.0,73916.67,18722.9,0.53,2,673000.0,Business Loan,120,726,1237096.5,Mortgaged,0,0.33,0.53,1237096.5,0,1
Deepak Choudhury,49,Male,Married,Post Graduate,Salaried,0,372000.0,31000.0,9491.54,0.62,3,1943000.0,Personal Loan,36,814,520045.49,Mortgaged,3,2.05,0.62,520045.49,0,1
Rohan Mehta,45,Female,Single,Doctorate,Business,1,180000.0,15000.0,2630.96,0.52,1,507000.0,Car Loan,240,661,157069.99,Mortgaged,3,0.32,0.52,157069.99,0,1
Aarav Sharma,47,Male,Married,High School,Self-Employed,1,459000.0,38250.0,15888.04,0.6,0,2651000.0,Home Loan,180,887,200458.08,Rented,1,0.8,0.6,200458.08,0,1
Kavya Reddy,32,Female,Single,Doctorate,Freelancer,1,213000.0,17750.0,4723.94,0.27,2,517000.0,Personal Loan,60,721,93093.1,Rented,4,0.75,0.27,93093.1,0,0
Manish Tiwari,51,Male,Single,Doctorate,Self-Employed,1,827000.0,68916.67,20847.78,0.73,4,462000.0,Home Loan,360,802,700291.54,Owned,1,0.32,0.73,700291.54,0,1
Tanvi Bhatia,42,Female,Single,Doctorate,Business,1,399000.0,33250.0,12302.77,0.54,3,1538000.0,Personal Loan,24,606,882805.26,Mortgaged,2,2.3,0.54,882805.26,0,0
Aditya Joshi,28,Male,Married,High School,Salaried,0,867000.0,72250.0,20382.03,0.43,2,1237000.0,Medical Emergency,240,663,1664902.6,Owned,3,0.35,0.43,1664902.6,0,1
Rahul Verma,36,Female,Single,Doctorate,Freelancer,1,213000.0,17750.0,3368.12,0.62,2,1120000.0,Education Loan,60,579,483798.67,Mortgaged,3,1.24,0.62,483798.67,1,0
